TIMESTMP;YEAR;MONTH;DAY;FEIERTAG;NAME_FT
13.06.2009;2009;6;13;0;
14.06.2009;2009;6;14;0;
15.06.2009;2009;6;15;0;
16.06.2009;2009;6;16;0;
17.06.2009;2009;6;17;0;
18.06.2009;2009;6;18;0;
19.06.2009;2009;6;19;0;
20.06.2009;2009;6;20;0;
21.06.2009;2009;6;21;0;
22.06.2009;2009;6;22;0;
23.06.2009;2009;6;23;0;
24.06.2009;2009;6;24;0;
25.06.2009;2009;6;25;0;
26.06.2009;2009;6;26;0;
27.06.2009;2009;6;27;0;
28.06.2009;2009;6;28;0;
29.06.2009;2009;6;29;0;
30.06.2009;2009;6;30;0;
01.07.2009;2009;7;1;0;
02.07.2009;2009;7;2;0;
03.07.2009;2009;7;3;0;
04.07.2009;2009;7;4;0;
05.07.2009;2009;7;5;0;
06.07.2009;2009;7;6;0;
07.07.2009;2009;7;7;0;
08.07.2009;2009;7;8;0;
09.07.2009;2009;7;9;0;
10.07.2009;2009;7;10;0;
11.07.2009;2009;7;11;0;
12.07.2009;2009;7;12;0;
13.07.2009;2009;7;13;0;
14.07.2009;2009;7;14;0;
15.07.2009;2009;7;15;0;
16.07.2009;2009;7;16;0;
17.07.2009;2009;7;17;0;
18.07.2009;2009;7;18;0;
19.07.2009;2009;7;19;0;
20.07.2009;2009;7;20;0;
21.07.2009;2009;7;21;0;
22.07.2009;2009;7;22;0;
23.07.2009;2009;7;23;0;
24.07.2009;2009;7;24;0;
25.07.2009;2009;7;25;0;
26.07.2009;2009;7;26;0;
27.07.2009;2009;7;27;0;
28.07.2009;2009;7;28;0;
29.07.2009;2009;7;29;0;
30.07.2009;2009;7;30;0;
31.07.2009;2009;7;31;0;
01.08.2009;2009;8;1;0;
02.08.2009;2009;8;2;0;
03.08.2009;2009;8;3;0;
04.08.2009;2009;8;4;0;
05.08.2009;2009;8;5;0;
06.08.2009;2009;8;6;0;
07.08.2009;2009;8;7;0;
08.08.2009;2009;8;8;0;
09.08.2009;2009;8;9;0;
10.08.2009;2009;8;10;0;
11.08.2009;2009;8;11;0;
12.08.2009;2009;8;12;0;
13.08.2009;2009;8;13;0;
14.08.2009;2009;8;14;0;
15.08.2009;2009;8;15;0;
16.08.2009;2009;8;16;0;
17.08.2009;2009;8;17;0;
18.08.2009;2009;8;18;0;
19.08.2009;2009;8;19;0;
20.08.2009;2009;8;20;0;
21.08.2009;2009;8;21;0;
22.08.2009;2009;8;22;0;
23.08.2009;2009;8;23;0;
24.08.2009;2009;8;24;0;
25.08.2009;2009;8;25;0;
26.08.2009;2009;8;26;0;
27.08.2009;2009;8;27;0;
28.08.2009;2009;8;28;0;
29.08.2009;2009;8;29;0;
30.08.2009;2009;8;30;0;
31.08.2009;2009;8;31;0;
01.09.2009;2009;9;1;0;
02.09.2009;2009;9;2;0;
03.09.2009;2009;9;3;0;
04.09.2009;2009;9;4;0;
05.09.2009;2009;9;5;0;
06.09.2009;2009;9;6;0;
07.09.2009;2009;9;7;0;
08.09.2009;2009;9;8;0;
09.09.2009;2009;9;9;0;
10.09.2009;2009;9;10;0;
11.09.2009;2009;9;11;0;
12.09.2009;2009;9;12;0;
13.09.2009;2009;9;13;0;
14.09.2009;2009;9;14;0;
15.09.2009;2009;9;15;0;
16.09.2009;2009;9;16;0;
17.09.2009;2009;9;17;0;
18.09.2009;2009;9;18;0;
19.09.2009;2009;9;19;0;
20.09.2009;2009;9;20;0;
21.09.2009;2009;9;21;0;
22.09.2009;2009;9;22;0;
23.09.2009;2009;9;23;0;
24.09.2009;2009;9;24;0;
25.09.2009;2009;9;25;0;
26.09.2009;2009;9;26;0;
27.09.2009;2009;9;27;0;
28.09.2009;2009;9;28;0;
29.09.2009;2009;9;29;0;
30.09.2009;2009;9;30;0;
01.10.2009;2009;10;1;0;
02.10.2009;2009;10;2;0;
03.10.2009;2009;10;3;1;Tag der Deutschen Einheit
04.10.2009;2009;10;4;0;
05.10.2009;2009;10;5;0;
06.10.2009;2009;10;6;0;
07.10.2009;2009;10;7;0;
08.10.2009;2009;10;8;0;
09.10.2009;2009;10;9;0;
10.10.2009;2009;10;10;0;
11.10.2009;2009;10;11;0;
12.10.2009;2009;10;12;0;
13.10.2009;2009;10;13;0;
14.10.2009;2009;10;14;0;
15.10.2009;2009;10;15;0;
16.10.2009;2009;10;16;0;
17.10.2009;2009;10;17;0;
18.10.2009;2009;10;18;0;
19.10.2009;2009;10;19;0;
20.10.2009;2009;10;20;0;
21.10.2009;2009;10;21;0;
22.10.2009;2009;10;22;0;
23.10.2009;2009;10;23;0;
24.10.2009;2009;10;24;0;
25.10.2009;2009;10;25;0;
26.10.2009;2009;10;26;0;
27.10.2009;2009;10;27;0;
28.10.2009;2009;10;28;0;
29.10.2009;2009;10;29;0;
30.10.2009;2009;10;30;0;
31.10.2009;2009;10;31;0;
01.11.2009;2009;11;1;0;
02.11.2009;2009;11;2;0;
03.11.2009;2009;11;3;0;
04.11.2009;2009;11;4;0;
05.11.2009;2009;11;5;0;
06.11.2009;2009;11;6;0;
07.11.2009;2009;11;7;0;
08.11.2009;2009;11;8;0;
09.11.2009;2009;11;9;0;
10.11.2009;2009;11;10;0;
11.11.2009;2009;11;11;0;
12.11.2009;2009;11;12;0;
13.11.2009;2009;11;13;0;
14.11.2009;2009;11;14;0;
15.11.2009;2009;11;15;0;
16.11.2009;2009;11;16;0;
17.11.2009;2009;11;17;0;
18.11.2009;2009;11;18;0;
19.11.2009;2009;11;19;0;
20.11.2009;2009;11;20;0;
21.11.2009;2009;11;21;0;
22.11.2009;2009;11;22;0;
23.11.2009;2009;11;23;0;
24.11.2009;2009;11;24;0;
25.11.2009;2009;11;25;0;
26.11.2009;2009;11;26;0;
27.11.2009;2009;11;27;0;
28.11.2009;2009;11;28;0;
29.11.2009;2009;11;29;0;
30.11.2009;2009;11;30;0;
01.12.2009;2009;12;1;0;
02.12.2009;2009;12;2;0;
03.12.2009;2009;12;3;0;
04.12.2009;2009;12;4;0;
05.12.2009;2009;12;5;0;
06.12.2009;2009;12;6;0;
07.12.2009;2009;12;7;0;
08.12.2009;2009;12;8;0;
09.12.2009;2009;12;9;0;
10.12.2009;2009;12;10;0;
11.12.2009;2009;12;11;0;
12.12.2009;2009;12;12;0;
13.12.2009;2009;12;13;0;
14.12.2009;2009;12;14;0;
15.12.2009;2009;12;15;0;
16.12.2009;2009;12;16;0;
17.12.2009;2009;12;17;0;
18.12.2009;2009;12;18;0;
19.12.2009;2009;12;19;0;
20.12.2009;2009;12;20;0;
21.12.2009;2009;12;21;0;
22.12.2009;2009;12;22;0;
23.12.2009;2009;12;23;0;
24.12.2009;2009;12;24;1;Weihnachten
25.12.2009;2009;12;25;1;Weihnachten
26.12.2009;2009;12;26;1;Weihnachten
27.12.2009;2009;12;27;0;
28.12.2009;2009;12;28;0;
29.12.2009;2009;12;29;0;
30.12.2009;2009;12;30;0;
31.12.2009;2009;12;31;1;Silvester
01.01.2010;2010;1;1;1;
02.01.2010;2010;1;2;0;
03.01.2010;2010;1;3;0;
04.01.2010;2010;1;4;0;
05.01.2010;2010;1;5;0;
06.01.2010;2010;1;6;0;
07.01.2010;2010;1;7;0;
08.01.2010;2010;1;8;0;
09.01.2010;2010;1;9;0;
10.01.2010;2010;1;10;0;
11.01.2010;2010;1;11;0;
12.01.2010;2010;1;12;0;
13.01.2010;2010;1;13;0;
14.01.2010;2010;1;14;0;
15.01.2010;2010;1;15;0;
16.01.2010;2010;1;16;0;
17.01.2010;2010;1;17;0;
18.01.2010;2010;1;18;0;
19.01.2010;2010;1;19;0;
20.01.2010;2010;1;20;0;
21.01.2010;2010;1;21;0;
22.01.2010;2010;1;22;0;
23.01.2010;2010;1;23;0;
24.01.2010;2010;1;24;0;
25.01.2010;2010;1;25;0;
26.01.2010;2010;1;26;0;
27.01.2010;2010;1;27;0;
28.01.2010;2010;1;28;0;
29.01.2010;2010;1;29;0;
30.01.2010;2010;1;30;0;
31.01.2010;2010;1;31;0;
01.02.2010;2010;2;1;0;
02.02.2010;2010;2;2;0;
03.02.2010;2010;2;3;0;
04.02.2010;2010;2;4;0;
05.02.2010;2010;2;5;0;
06.02.2010;2010;2;6;0;
07.02.2010;2010;2;7;0;
08.02.2010;2010;2;8;0;
09.02.2010;2010;2;9;0;
10.02.2010;2010;2;10;0;
11.02.2010;2010;2;11;0;
12.02.2010;2010;2;12;0;
13.02.2010;2010;2;13;0;
14.02.2010;2010;2;14;0;
15.02.2010;2010;2;15;0;
16.02.2010;2010;2;16;0;
17.02.2010;2010;2;17;0;
18.02.2010;2010;2;18;0;
19.02.2010;2010;2;19;0;
20.02.2010;2010;2;20;0;
21.02.2010;2010;2;21;0;
22.02.2010;2010;2;22;0;
23.02.2010;2010;2;23;0;
24.02.2010;2010;2;24;0;
25.02.2010;2010;2;25;0;
26.02.2010;2010;2;26;0;
27.02.2010;2010;2;27;0;
28.02.2010;2010;2;28;0;
01.03.2010;2010;3;1;0;
02.03.2010;2010;3;2;0;
03.03.2010;2010;3;3;0;
04.03.2010;2010;3;4;0;
05.03.2010;2010;3;5;0;
06.03.2010;2010;3;6;0;
07.03.2010;2010;3;7;0;
08.03.2010;2010;3;8;0;
09.03.2010;2010;3;9;0;
10.03.2010;2010;3;10;0;
11.03.2010;2010;3;11;0;
12.03.2010;2010;3;12;0;
13.03.2010;2010;3;13;0;
14.03.2010;2010;3;14;0;
15.03.2010;2010;3;15;0;
16.03.2010;2010;3;16;0;
17.03.2010;2010;3;17;0;
18.03.2010;2010;3;18;0;
19.03.2010;2010;3;19;0;
20.03.2010;2010;3;20;0;
21.03.2010;2010;3;21;0;
22.03.2010;2010;3;22;0;
23.03.2010;2010;3;23;0;
24.03.2010;2010;3;24;0;
25.03.2010;2010;3;25;0;
26.03.2010;2010;3;26;0;
27.03.2010;2010;3;27;0;
28.03.2010;2010;3;28;0;
29.03.2010;2010;3;29;0;
30.03.2010;2010;3;30;0;
31.03.2010;2010;3;31;0;
01.04.2010;2010;4;1;0;
02.04.2010;2010;4;2;1;
03.04.2010;2010;4;3;1;
04.04.2010;2010;4;4;1;
05.04.2010;2010;4;5;1;
06.04.2010;2010;4;6;0;
07.04.2010;2010;4;7;0;
08.04.2010;2010;4;8;0;
09.04.2010;2010;4;9;0;
10.04.2010;2010;4;10;0;
11.04.2010;2010;4;11;0;
12.04.2010;2010;4;12;0;
13.04.2010;2010;4;13;0;
14.04.2010;2010;4;14;0;
15.04.2010;2010;4;15;0;
16.04.2010;2010;4;16;0;
17.04.2010;2010;4;17;0;
18.04.2010;2010;4;18;0;
19.04.2010;2010;4;19;0;
20.04.2010;2010;4;20;0;
21.04.2010;2010;4;21;0;
22.04.2010;2010;4;22;0;
23.04.2010;2010;4;23;0;
24.04.2010;2010;4;24;0;
25.04.2010;2010;4;25;0;
26.04.2010;2010;4;26;0;
27.04.2010;2010;4;27;0;
28.04.2010;2010;4;28;0;
29.04.2010;2010;4;29;0;
30.04.2010;2010;4;30;0;
01.05.2010;2010;5;1;1;Tag der Arbeit
02.05.2010;2010;5;2;0;
03.05.2010;2010;5;3;0;
04.05.2010;2010;5;4;0;
05.05.2010;2010;5;5;0;
06.05.2010;2010;5;6;0;
07.05.2010;2010;5;7;0;
08.05.2010;2010;5;8;0;
09.05.2010;2010;5;9;0;
10.05.2010;2010;5;10;0;
11.05.2010;2010;5;11;0;
12.05.2010;2010;5;12;0;
13.05.2010;2010;5;13;1;
14.05.2010;2010;5;14;0;
15.05.2010;2010;5;15;0;
16.05.2010;2010;5;16;0;
17.05.2010;2010;5;17;0;
18.05.2010;2010;5;18;0;
19.05.2010;2010;5;19;0;
20.05.2010;2010;5;20;0;
21.05.2010;2010;5;21;0;
22.05.2010;2010;5;22;0;
23.05.2010;2010;5;23;1;
24.05.2010;2010;5;24;1;
25.05.2010;2010;5;25;0;
26.05.2010;2010;5;26;0;
27.05.2010;2010;5;27;0;
28.05.2010;2010;5;28;0;
29.05.2010;2010;5;29;0;
30.05.2010;2010;5;30;0;
31.05.2010;2010;5;31;0;
01.06.2010;2010;6;1;0;
02.06.2010;2010;6;2;0;
03.06.2010;2010;6;3;0;
04.06.2010;2010;6;4;0;
05.06.2010;2010;6;5;0;
06.06.2010;2010;6;6;0;
07.06.2010;2010;6;7;0;
08.06.2010;2010;6;8;0;
09.06.2010;2010;6;9;0;
10.06.2010;2010;6;10;0;
11.06.2010;2010;6;11;0;
12.06.2010;2010;6;12;0;
13.06.2010;2010;6;13;0;
14.06.2010;2010;6;14;0;
15.06.2010;2010;6;15;0;
16.06.2010;2010;6;16;0;
17.06.2010;2010;6;17;0;
18.06.2010;2010;6;18;0;
19.06.2010;2010;6;19;0;
20.06.2010;2010;6;20;0;
21.06.2010;2010;6;21;0;
22.06.2010;2010;6;22;0;
23.06.2010;2010;6;23;0;
24.06.2010;2010;6;24;0;
25.06.2010;2010;6;25;0;
26.06.2010;2010;6;26;0;
27.06.2010;2010;6;27;0;
28.06.2010;2010;6;28;0;
29.06.2010;2010;6;29;0;
30.06.2010;2010;6;30;0;
01.07.2010;2010;7;1;0;
02.07.2010;2010;7;2;0;
03.07.2010;2010;7;3;0;
04.07.2010;2010;7;4;0;
05.07.2010;2010;7;5;0;
06.07.2010;2010;7;6;0;
07.07.2010;2010;7;7;0;
08.07.2010;2010;7;8;0;
09.07.2010;2010;7;9;0;
10.07.2010;2010;7;10;0;
11.07.2010;2010;7;11;0;
12.07.2010;2010;7;12;0;
13.07.2010;2010;7;13;0;
14.07.2010;2010;7;14;0;
15.07.2010;2010;7;15;0;
16.07.2010;2010;7;16;0;
17.07.2010;2010;7;17;0;
18.07.2010;2010;7;18;0;
19.07.2010;2010;7;19;0;
20.07.2010;2010;7;20;0;
21.07.2010;2010;7;21;0;
22.07.2010;2010;7;22;0;
23.07.2010;2010;7;23;0;
24.07.2010;2010;7;24;0;
25.07.2010;2010;7;25;0;
26.07.2010;2010;7;26;0;
27.07.2010;2010;7;27;0;
28.07.2010;2010;7;28;0;
29.07.2010;2010;7;29;0;
30.07.2010;2010;7;30;0;
31.07.2010;2010;7;31;0;
01.08.2010;2010;8;1;0;
02.08.2010;2010;8;2;0;
03.08.2010;2010;8;3;0;
04.08.2010;2010;8;4;0;
05.08.2010;2010;8;5;0;
06.08.2010;2010;8;6;0;
07.08.2010;2010;8;7;0;
08.08.2010;2010;8;8;0;
09.08.2010;2010;8;9;0;
10.08.2010;2010;8;10;0;
11.08.2010;2010;8;11;0;
12.08.2010;2010;8;12;0;
13.08.2010;2010;8;13;0;
14.08.2010;2010;8;14;0;
15.08.2010;2010;8;15;0;
16.08.2010;2010;8;16;0;
17.08.2010;2010;8;17;0;
18.08.2010;2010;8;18;0;
19.08.2010;2010;8;19;0;
20.08.2010;2010;8;20;0;
21.08.2010;2010;8;21;0;
22.08.2010;2010;8;22;0;
23.08.2010;2010;8;23;0;
24.08.2010;2010;8;24;0;
25.08.2010;2010;8;25;0;
26.08.2010;2010;8;26;0;
27.08.2010;2010;8;27;0;
28.08.2010;2010;8;28;0;
29.08.2010;2010;8;29;0;
30.08.2010;2010;8;30;0;
31.08.2010;2010;8;31;0;
01.09.2010;2010;9;1;0;
02.09.2010;2010;9;2;0;
03.09.2010;2010;9;3;0;
04.09.2010;2010;9;4;0;
05.09.2010;2010;9;5;0;
06.09.2010;2010;9;6;0;
07.09.2010;2010;9;7;0;
08.09.2010;2010;9;8;0;
09.09.2010;2010;9;9;0;
10.09.2010;2010;9;10;0;
11.09.2010;2010;9;11;0;
12.09.2010;2010;9;12;0;
13.09.2010;2010;9;13;0;
14.09.2010;2010;9;14;0;
15.09.2010;2010;9;15;0;
16.09.2010;2010;9;16;0;
17.09.2010;2010;9;17;0;
18.09.2010;2010;9;18;0;
19.09.2010;2010;9;19;0;
20.09.2010;2010;9;20;0;
21.09.2010;2010;9;21;0;
22.09.2010;2010;9;22;0;
23.09.2010;2010;9;23;0;
24.09.2010;2010;9;24;0;
25.09.2010;2010;9;25;0;
26.09.2010;2010;9;26;0;
27.09.2010;2010;9;27;0;
28.09.2010;2010;9;28;0;
29.09.2010;2010;9;29;0;
30.09.2010;2010;9;30;0;
01.10.2010;2010;10;1;0;
02.10.2010;2010;10;2;0;
03.10.2010;2010;10;3;1;Tag der Deutschen Einheit
04.10.2010;2010;10;4;0;
05.10.2010;2010;10;5;0;
06.10.2010;2010;10;6;0;
07.10.2010;2010;10;7;0;
08.10.2010;2010;10;8;0;
09.10.2010;2010;10;9;0;
10.10.2010;2010;10;10;0;
11.10.2010;2010;10;11;0;
12.10.2010;2010;10;12;0;
13.10.2010;2010;10;13;0;
14.10.2010;2010;10;14;0;
15.10.2010;2010;10;15;0;
16.10.2010;2010;10;16;0;
17.10.2010;2010;10;17;0;
18.10.2010;2010;10;18;0;
19.10.2010;2010;10;19;0;
20.10.2010;2010;10;20;0;
21.10.2010;2010;10;21;0;
22.10.2010;2010;10;22;0;
23.10.2010;2010;10;23;0;
24.10.2010;2010;10;24;0;
25.10.2010;2010;10;25;0;
26.10.2010;2010;10;26;0;
27.10.2010;2010;10;27;0;
28.10.2010;2010;10;28;0;
29.10.2010;2010;10;29;0;
30.10.2010;2010;10;30;0;
31.10.2010;2010;10;31;0;
01.11.2010;2010;11;1;0;
02.11.2010;2010;11;2;0;
03.11.2010;2010;11;3;0;
04.11.2010;2010;11;4;0;
05.11.2010;2010;11;5;0;
06.11.2010;2010;11;6;0;
07.11.2010;2010;11;7;0;
08.11.2010;2010;11;8;0;
09.11.2010;2010;11;9;0;
10.11.2010;2010;11;10;0;
11.11.2010;2010;11;11;0;
12.11.2010;2010;11;12;0;
13.11.2010;2010;11;13;0;
14.11.2010;2010;11;14;0;
15.11.2010;2010;11;15;0;
16.11.2010;2010;11;16;0;
17.11.2010;2010;11;17;0;
18.11.2010;2010;11;18;0;
19.11.2010;2010;11;19;0;
20.11.2010;2010;11;20;0;
21.11.2010;2010;11;21;0;
22.11.2010;2010;11;22;0;
23.11.2010;2010;11;23;0;
24.11.2010;2010;11;24;0;
25.11.2010;2010;11;25;0;
26.11.2010;2010;11;26;0;
27.11.2010;2010;11;27;0;
28.11.2010;2010;11;28;0;
29.11.2010;2010;11;29;0;
30.11.2010;2010;11;30;0;
01.12.2010;2010;12;1;0;
02.12.2010;2010;12;2;0;
03.12.2010;2010;12;3;0;
04.12.2010;2010;12;4;0;
05.12.2010;2010;12;5;0;
06.12.2010;2010;12;6;0;
07.12.2010;2010;12;7;0;
08.12.2010;2010;12;8;0;
09.12.2010;2010;12;9;0;
10.12.2010;2010;12;10;0;
11.12.2010;2010;12;11;0;
12.12.2010;2010;12;12;0;
13.12.2010;2010;12;13;0;
14.12.2010;2010;12;14;0;
15.12.2010;2010;12;15;0;
16.12.2010;2010;12;16;0;
17.12.2010;2010;12;17;0;
18.12.2010;2010;12;18;0;
19.12.2010;2010;12;19;0;
20.12.2010;2010;12;20;0;
21.12.2010;2010;12;21;0;
22.12.2010;2010;12;22;0;
23.12.2010;2010;12;23;0;
24.12.2010;2010;12;24;1;Weihnachten
25.12.2010;2010;12;25;1;Weihnachten
26.12.2010;2010;12;26;1;Weihnachten
27.12.2010;2010;12;27;0;
28.12.2010;2010;12;28;0;
29.12.2010;2010;12;29;0;
30.12.2010;2010;12;30;0;
31.12.2010;2010;12;31;1;Silvester
01.01.2011;2011;1;1;1;
02.01.2011;2011;1;2;0;
03.01.2011;2011;1;3;0;
04.01.2011;2011;1;4;0;
05.01.2011;2011;1;5;0;
06.01.2011;2011;1;6;0;
07.01.2011;2011;1;7;0;
08.01.2011;2011;1;8;0;
09.01.2011;2011;1;9;0;
10.01.2011;2011;1;10;0;
11.01.2011;2011;1;11;0;
12.01.2011;2011;1;12;0;
13.01.2011;2011;1;13;0;
14.01.2011;2011;1;14;0;
15.01.2011;2011;1;15;0;
16.01.2011;2011;1;16;0;
17.01.2011;2011;1;17;0;
18.01.2011;2011;1;18;0;
19.01.2011;2011;1;19;0;
20.01.2011;2011;1;20;0;
21.01.2011;2011;1;21;0;
22.01.2011;2011;1;22;0;
23.01.2011;2011;1;23;0;
24.01.2011;2011;1;24;0;
25.01.2011;2011;1;25;0;
26.01.2011;2011;1;26;0;
27.01.2011;2011;1;27;0;
28.01.2011;2011;1;28;0;
29.01.2011;2011;1;29;0;
30.01.2011;2011;1;30;0;
31.01.2011;2011;1;31;0;
01.02.2011;2011;2;1;0;
02.02.2011;2011;2;2;0;
03.02.2011;2011;2;3;0;
04.02.2011;2011;2;4;0;
05.02.2011;2011;2;5;0;
06.02.2011;2011;2;6;0;
07.02.2011;2011;2;7;0;
08.02.2011;2011;2;8;0;
09.02.2011;2011;2;9;0;
10.02.2011;2011;2;10;0;
11.02.2011;2011;2;11;0;
12.02.2011;2011;2;12;0;
13.02.2011;2011;2;13;0;
14.02.2011;2011;2;14;0;
15.02.2011;2011;2;15;0;
16.02.2011;2011;2;16;0;
17.02.2011;2011;2;17;0;
18.02.2011;2011;2;18;0;
19.02.2011;2011;2;19;0;
20.02.2011;2011;2;20;0;
21.02.2011;2011;2;21;0;
22.02.2011;2011;2;22;0;
23.02.2011;2011;2;23;0;
24.02.2011;2011;2;24;0;
25.02.2011;2011;2;25;0;
26.02.2011;2011;2;26;0;
27.02.2011;2011;2;27;0;
28.02.2011;2011;2;28;0;
01.03.2011;2011;3;1;0;
02.03.2011;2011;3;2;0;
03.03.2011;2011;3;3;0;
04.03.2011;2011;3;4;0;
05.03.2011;2011;3;5;0;
06.03.2011;2011;3;6;0;
07.03.2011;2011;3;7;0;
08.03.2011;2011;3;8;0;
09.03.2011;2011;3;9;0;
10.03.2011;2011;3;10;0;
11.03.2011;2011;3;11;0;
12.03.2011;2011;3;12;0;
13.03.2011;2011;3;13;0;
14.03.2011;2011;3;14;0;
15.03.2011;2011;3;15;0;
16.03.2011;2011;3;16;0;
17.03.2011;2011;3;17;0;
18.03.2011;2011;3;18;0;
19.03.2011;2011;3;19;0;
20.03.2011;2011;3;20;0;
21.03.2011;2011;3;21;0;
22.03.2011;2011;3;22;0;
23.03.2011;2011;3;23;0;
24.03.2011;2011;3;24;0;
25.03.2011;2011;3;25;0;
26.03.2011;2011;3;26;0;
27.03.2011;2011;3;27;0;
28.03.2011;2011;3;28;0;
29.03.2011;2011;3;29;0;
30.03.2011;2011;3;30;0;
31.03.2011;2011;3;31;0;
01.04.2011;2011;4;1;0;
02.04.2011;2011;4;2;0;
03.04.2011;2011;4;3;0;
04.04.2011;2011;4;4;0;
05.04.2011;2011;4;5;0;
06.04.2011;2011;4;6;0;
07.04.2011;2011;4;7;0;
08.04.2011;2011;4;8;0;
09.04.2011;2011;4;9;0;
10.04.2011;2011;4;10;0;
11.04.2011;2011;4;11;0;
12.04.2011;2011;4;12;0;
13.04.2011;2011;4;13;0;
14.04.2011;2011;4;14;0;
15.04.2011;2011;4;15;0;
16.04.2011;2011;4;16;0;
17.04.2011;2011;4;17;0;
18.04.2011;2011;4;18;0;
19.04.2011;2011;4;19;0;
20.04.2011;2011;4;20;0;
21.04.2011;2011;4;21;0;
22.04.2011;2011;4;22;1;
23.04.2011;2011;4;23;1;
24.04.2011;2011;4;24;1;
25.04.2011;2011;4;25;1;
26.04.2011;2011;4;26;0;
27.04.2011;2011;4;27;0;
28.04.2011;2011;4;28;0;
29.04.2011;2011;4;29;0;
30.04.2011;2011;4;30;0;
01.05.2011;2011;5;1;1;Tag der Arbeit
02.05.2011;2011;5;2;0;
03.05.2011;2011;5;3;0;
04.05.2011;2011;5;4;0;
05.05.2011;2011;5;5;0;
06.05.2011;2011;5;6;0;
07.05.2011;2011;5;7;0;
08.05.2011;2011;5;8;0;
09.05.2011;2011;5;9;0;
10.05.2011;2011;5;10;0;
11.05.2011;2011;5;11;0;
12.05.2011;2011;5;12;0;
13.05.2011;2011;5;13;0;
14.05.2011;2011;5;14;0;
15.05.2011;2011;5;15;0;
16.05.2011;2011;5;16;0;
17.05.2011;2011;5;17;0;
18.05.2011;2011;5;18;0;
19.05.2011;2011;5;19;0;
20.05.2011;2011;5;20;0;
21.05.2011;2011;5;21;0;
22.05.2011;2011;5;22;0;
23.05.2011;2011;5;23;0;
24.05.2011;2011;5;24;0;
25.05.2011;2011;5;25;0;
26.05.2011;2011;5;26;0;
27.05.2011;2011;5;27;0;
28.05.2011;2011;5;28;0;
29.05.2011;2011;5;29;0;
30.05.2011;2011;5;30;0;
31.05.2011;2011;5;31;0;
01.06.2011;2011;6;1;0;
02.06.2011;2011;6;2;1;
03.06.2011;2011;6;3;0;
04.06.2011;2011;6;4;0;
05.06.2011;2011;6;5;0;
06.06.2011;2011;6;6;0;
07.06.2011;2011;6;7;0;
08.06.2011;2011;6;8;0;
09.06.2011;2011;6;9;0;
10.06.2011;2011;6;10;0;
11.06.2011;2011;6;11;0;
12.06.2011;2011;6;12;1;
13.06.2011;2011;6;13;1;
14.06.2011;2011;6;14;0;
15.06.2011;2011;6;15;0;
16.06.2011;2011;6;16;0;
17.06.2011;2011;6;17;0;
18.06.2011;2011;6;18;0;
19.06.2011;2011;6;19;0;
20.06.2011;2011;6;20;0;
21.06.2011;2011;6;21;0;
22.06.2011;2011;6;22;0;
23.06.2011;2011;6;23;0;
24.06.2011;2011;6;24;0;
25.06.2011;2011;6;25;0;
26.06.2011;2011;6;26;0;
27.06.2011;2011;6;27;0;
28.06.2011;2011;6;28;0;
29.06.2011;2011;6;29;0;
30.06.2011;2011;6;30;0;
01.07.2011;2011;7;1;0;
02.07.2011;2011;7;2;0;
03.07.2011;2011;7;3;0;
04.07.2011;2011;7;4;0;
05.07.2011;2011;7;5;0;
06.07.2011;2011;7;6;0;
07.07.2011;2011;7;7;0;
08.07.2011;2011;7;8;0;
09.07.2011;2011;7;9;0;
10.07.2011;2011;7;10;0;
11.07.2011;2011;7;11;0;
12.07.2011;2011;7;12;0;
13.07.2011;2011;7;13;0;
14.07.2011;2011;7;14;0;
15.07.2011;2011;7;15;0;
16.07.2011;2011;7;16;0;
17.07.2011;2011;7;17;0;
18.07.2011;2011;7;18;0;
19.07.2011;2011;7;19;0;
20.07.2011;2011;7;20;0;
21.07.2011;2011;7;21;0;
22.07.2011;2011;7;22;0;
23.07.2011;2011;7;23;0;
24.07.2011;2011;7;24;0;
25.07.2011;2011;7;25;0;
26.07.2011;2011;7;26;0;
27.07.2011;2011;7;27;0;
28.07.2011;2011;7;28;0;
29.07.2011;2011;7;29;0;
30.07.2011;2011;7;30;0;
31.07.2011;2011;7;31;0;
01.08.2011;2011;8;1;0;
02.08.2011;2011;8;2;0;
03.08.2011;2011;8;3;0;
04.08.2011;2011;8;4;0;
05.08.2011;2011;8;5;0;
06.08.2011;2011;8;6;0;
07.08.2011;2011;8;7;0;
08.08.2011;2011;8;8;0;
09.08.2011;2011;8;9;0;
10.08.2011;2011;8;10;0;
11.08.2011;2011;8;11;0;
12.08.2011;2011;8;12;0;
13.08.2011;2011;8;13;0;
14.08.2011;2011;8;14;0;
15.08.2011;2011;8;15;0;
16.08.2011;2011;8;16;0;
17.08.2011;2011;8;17;0;
18.08.2011;2011;8;18;0;
19.08.2011;2011;8;19;0;
20.08.2011;2011;8;20;0;
21.08.2011;2011;8;21;0;
22.08.2011;2011;8;22;0;
23.08.2011;2011;8;23;0;
24.08.2011;2011;8;24;0;
25.08.2011;2011;8;25;0;
26.08.2011;2011;8;26;0;
27.08.2011;2011;8;27;0;
28.08.2011;2011;8;28;0;
29.08.2011;2011;8;29;0;
30.08.2011;2011;8;30;0;
31.08.2011;2011;8;31;0;
01.09.2011;2011;9;1;0;
02.09.2011;2011;9;2;0;
03.09.2011;2011;9;3;0;
04.09.2011;2011;9;4;0;
05.09.2011;2011;9;5;0;
06.09.2011;2011;9;6;0;
